Date,Race,Location,Distance,Course
23/09/2010,8,Happy Valley, 1200M ,Class 3 
23/09/2010,9,Happy Valley, 1650M ,Class 2 
23/09/2010,10,Happy Valley, 1650M ,Class 3 
26/09/2010,1,Sha Tin, 1400M ,Class 5 
26/09/2010,2,Sha Tin, 1200M ,Class 4 
26/09/2010,3,Sha Tin, 1650M ,Class 4 
26/09/2010,4,Sha Tin, 1800M ,Class 5 
26/09/2010,5,Sha Tin, 1400M ,Class 4 
26/09/2010,6,Sha Tin, 1200M ,Class 4 
26/09/2010,7,Sha Tin, 1200M ,Class 3 
26/09/2010,8,Sha Tin, 1600M ,Class 3 
26/09/2010,9,Sha Tin, 1400M ,Class 3 
26/09/2010,10,Sha Tin, 1200M ,Class 2 
01/10/2010,1,Sha Tin, 1800M ,Class 3 
01/10/2010,2,Sha Tin, 1200M ,Class 4 
01/10/2010,3,Sha Tin, 1600M ,Class 5 
01/10/2010,4,Sha Tin, 1400M ,Class 4 
01/10/2010,5,Sha Tin, 1000M ,Class 3 
01/10/2010,6,Sha Tin, 1600M ,Class 4 
01/10/2010,8,Sha Tin, 1600M ,Class 1 
01/10/2010,10,Sha Tin, 1400M ,Class 3 
06/10/2010,1,Happy Valley, 1200M ,Class 5 
06/10/2010,2,Happy Valley, 1200M ,Class 4 
06/10/2010,3,Happy Valley, 1200M ,Class 4 
06/10/2010,4,Happy Valley, 1800M ,Class 4 
06/10/2010,5,Happy Valley, 1650M ,Class 3 
06/10/2010,6,Happy Valley, 1650M ,Class 3 
06/10/2010,7,Happy Valley, 1200M ,Class 3 
06/10/2010,8,Happy Valley, 1000M ,Class 2 
10/10/2010,1,Sha Tin, 1200M ,Class 4 
10/10/2010,2,Sha Tin, 1200M ,Class 4 
10/10/2010,3,Sha Tin, 1400M ,Class 4 
10/10/2010,4,Sha Tin, 1650M ,Class 5 
10/10/2010,5,Sha Tin, 1600M ,Class 4 
10/10/2010,6,Sha Tin, 1650M ,Class 3 
10/10/2010,7,Sha Tin, 1200M ,Class 1 
10/10/2010,8,Sha Tin, 1400M ,Class 3 
10/10/2010,9,Sha Tin, 1200M ,Class 3 
10/10/2010,10,Sha Tin, 1400M ,Class 2 
13/10/2010,1,Happy Valley, 1650M ,Class 5 
13/10/2010,2,Happy Valley, 1200M ,Class 4 
13/10/2010,3,Happy Valley, 1000M ,Class 4 
13/10/2010,4,Happy Valley, 1650M ,Class 4 
13/10/2010,5,Happy Valley, 1800M ,Class 3 
13/10/2010,6,Happy Valley, 1200M ,Class 3 
13/10/2010,7,Happy Valley, 1650M ,Class 3 
13/10/2010,8,Happy Valley, 1650M ,Class 2 
17/10/2010,1,Sha Tin, 1200M ,Class 5 
17/10/2010,2,Sha Tin, 1200M ,Class 4 
17/10/2010,3,Sha Tin, 1000M ,Class 4 
17/10/2010,4,Sha Tin, 1800M ,Class 4 
17/10/2010,5,Sha Tin, 1400M ,Class 4 
17/10/2010,6,Sha Tin, 1600M ,Class 3 
17/10/2010,7,Sha Tin, 1200M ,Class 3 
17/10/2010,8,Sha Tin, 1800M ,Class 1 
17/10/2010,9,Sha Tin, 1200M ,Class 2 
17/10/2010,10,Sha Tin, 1400M ,Class 3 
20/10/2010,1,Happy Valley, 1200M ,Class 5 
20/10/2010,2,Happy Valley, 1200M ,Class 4 
20/10/2010,3,Happy Valley, 1800M ,Class 5 
20/10/2010,4,Happy Valley, 1200M ,Class 4 
20/10/2010,5,Happy Valley, 1000M ,Class 3 
20/10/2010,6,Happy Valley, 1650M ,Class 4 
20/10/2010,7,Happy Valley, 1200M ,Class 3 
20/10/2010,8,Happy Valley, 1650M ,Class 3 
24/10/2010,1,Sha Tin, 1400M ,Class 5 
24/10/2010,2,Sha Tin, 1200M ,Class 4 
24/10/2010,3,Sha Tin, 1800M ,Class 2 
24/10/2010,4,Sha Tin, 1600M ,Class 4 
24/10/2010,5,Sha Tin, 1400M ,Class 4 
24/10/2010,6,Sha Tin, 1400M ,Class 2 
24/10/2010,9,Sha Tin, 1200M ,Class 3 
24/10/2010,10,Sha Tin, 1600M ,Class 3 
31/10/2010,1,Happy Valley, 1000M ,Class 4 
31/10/2010,2,Happy Valley, 1650M ,Class 5 
31/10/2010,3,Happy Valley, 1650M ,Class 5 
31/10/2010,4,Happy Valley, 1800M ,Class 4 
31/10/2010,5,Happy Valley, 1200M ,Class 4 
31/10/2010,6,Happy Valley, 1650M ,Class 4 
31/10/2010,7,Happy Valley, 1200M ,Class 1 
31/10/2010,8,Happy Valley, 1800M ,Class 3 
31/10/2010,9,Happy Valley, 1200M ,Class 3 
31/10/2010,10,Happy Valley, 1650M ,Class 3 
03/11/2010,1,Sha Tin, 1200M ,Class 4 
03/11/2010,2,Sha Tin, 1200M ,Class 5 
03/11/2010,3,Sha Tin, 1200M ,Class 4 
03/11/2010,4,Sha Tin, 1650M ,Class 4 
03/11/2010,5,Sha Tin, 1650M ,Class 3 
03/11/2010,6,Sha Tin, 1200M ,Class 3 
03/11/2010,7,Sha Tin, 1200M ,Class 3 
03/11/2010,8,Sha Tin, 1650M ,Class 1 
06/11/2010,1,Sha Tin, 1400M ,Class 5 
06/11/2010,2,Sha Tin, 1400M ,Class 4 
06/11/2010,3,Sha Tin, 1000M ,Class 4 
06/11/2010,4,Sha Tin, 1200M ,Class 4 
06/11/2010,5,Sha Tin, 1800M ,Class 4 
06/11/2010,6,Sha Tin, 1800M ,Class 3 
06/11/2010,7,Sha Tin, 1200M ,Class 3 
06/11/2010,8,Sha Tin, 1000M ,Class 1 
06/11/2010,9,Sha Tin, 1400M ,Class 1 
06/11/2010,10,Sha Tin, 1400M ,Class 3 
10/11/2010,1,Happy Valley, 2200M ,Class 5 
10/11/2010,2,Happy Valley, 1650M ,Class 4 
10/11/2010,3,Happy Valley, 1650M ,Class 4 
10/11/2010,4,Happy Valley, 1200M ,Class 4 
10/11/2010,5,Happy Valley, 1200M ,Class 3 
10/11/2010,6,Happy Valley, 1650M ,Class 3 
10/11/2010,7,Happy Valley, 1800M ,Class 2 
10/11/2010,8,Happy Valley, 1650M ,Class 3 
14/11/2010,1,Sha Tin, 1200M ,Class 5 
14/11/2010,2,Sha Tin, 1200M ,Class 4 
14/11/2010,3,Sha Tin, 1600M ,Class 4 
14/11/2010,4,Sha Tin, 1400M ,Class 4 
14/11/2010,5,Sha Tin, 1200M ,Class 3 
14/11/2010,6,Sha Tin, 1000M ,Class 3 
14/11/2010,8,Sha Tin, 1600M ,Class 2 
14/11/2010,9,Sha Tin, 1200M ,Class 1 
14/11/2010,10,Sha Tin, 1600M ,Class 3 
17/11/2010,1,Happy Valley, 1650M ,Class 5 
17/11/2010,2,Happy Valley, 1200M ,Class 4 
17/11/2010,3,Happy Valley, 1000M ,Class 4 
17/11/2010,4,Happy Valley, 1800M ,Class 4 
17/11/2010,5,Happy Valley, 1650M ,Class 4 
17/11/2010,6,Happy Valley, 2200M ,Class 3 
17/11/2010,7,Happy Valley, 1000M ,Class 3 
17/11/2010,8,Happy Valley, 1200M ,Class 3 
21/11/2010,1,Sha Tin, 1400M ,Class 4 
21/11/2010,2,Sha Tin, 1200M ,Class 4 
21/11/2010,3,Sha Tin, 1600M ,Class 3 
21/11/2010,4,Sha Tin, 1800M ,Class 5 
21/11/2010,5,Sha Tin, 1400M ,Class 4 
21/11/2010,6,Sha Tin, 1400M ,Class 3 
21/11/2010,9,Sha Tin, 1200M ,Class 3 
21/11/2010,10,Sha Tin, 1200M ,Class 2 
24/11/2010,1,Happy Valley, 1000M ,Class 5 
24/11/2010,2,Happy Valley, 2200M ,Class 4 
24/11/2010,3,Happy Valley, 1650M ,Class 4 
24/11/2010,4,Happy Valley, 1200M ,Class 4 
24/11/2010,5,Happy Valley, 1200M ,Class 3 
24/11/2010,6,Happy Valley, 1650M ,Class 1 
24/11/2010,7,Happy Valley, 1200M ,Class 3 
24/11/2010,8,Happy Valley, 1650M ,Class 3 
28/11/2010,1,Sha Tin, 1600M ,Class 5 
28/11/2010,2,Sha Tin, 1000M ,Class 4 
28/11/2010,3,Sha Tin, 1200M ,Class 4 
28/11/2010,4,Sha Tin, 1400M ,Class 4 
28/11/2010,5,Sha Tin, 1600M ,Class 4 
28/11/2010,6,Sha Tin, 1800M ,Class 3 
28/11/2010,7,Sha Tin, 1400M ,Class 3 
28/11/2010,8,Sha Tin, 1800M ,Class 2 
28/11/2010,9,Sha Tin, 1400M ,Class 1 
28/11/2010,10,Sha Tin, 1400M ,Class 2 
01/12/2010,1,Happy Valley, 1800M ,Class 5 
01/12/2010,2,Happy Valley, 1000M ,Class 4 
01/12/2010,3,Happy Valley, 1200M ,Class 4 
01/12/2010,4,Happy Valley, 1650M ,Class 4 
01/12/2010,5,Happy Valley, 1200M ,Class 3 
01/12/2010,6,Happy Valley, 1200M ,Class 3 
01/12/2010,7,Happy Valley, 1000M ,Class 2 
01/12/2010,8,Happy Valley, 1650M ,Class 3 
04/12/2010,1,Sha Tin, 1200M ,Class 5 
04/12/2010,2,Sha Tin, 1000M ,Class 4 
04/12/2010,3,Sha Tin, 1800M ,Class 4 
04/12/2010,4,Sha Tin, 1200M ,Class 4 
04/12/2010,5,Sha Tin, 1400M ,Class 4 
04/12/2010,6,Sha Tin, 1200M ,Class 3 
04/12/2010,7,Sha Tin, 1650M ,Class 1 
04/12/2010,8,Sha Tin, 1200M ,Class 3 
04/12/2010,9,Sha Tin, 1650M ,Class 3 
04/12/2010,10,Sha Tin, 1400M ,Class 3 
08/12/2010,1,Happy Valley, 1650M ,Class 5 
08/12/2010,2,Happy Valley, 1200M ,Class 4 
08/12/2010,3,Happy Valley, 1650M ,Class 4 
08/12/2010,4,Happy Valley, 1650M ,Class 4 
08/12/2010,5,Happy Valley, 1200M ,Class 3 
08/12/2010,6,Happy Valley, 1650M ,Class 3 
08/12/2010,7,Happy Valley, 1800M ,Class 3 
08/12/2010,8,Happy Valley, 1650M ,Class 2 
12/12/2010,1,Sha Tin, 1200M ,Class 3 
12/12/2010,2,Sha Tin, 1600M ,Class 3 
12/12/2010,3,Sha Tin, 1400M ,Class 1 
12/12/2010,6,Sha Tin, 1400M ,Class 3 
12/12/2010,9,Sha Tin, 1200M ,Class 2 
12/12/2010,10,Sha Tin, 1600M ,Class 2 
15/12/2010,1,Happy Valley, 1650M ,Class 5 
15/12/2010,2,Happy Valley, 1650M ,Class 4 
15/12/2010,3,Happy Valley, 1200M ,Class 5 
15/12/2010,4,Happy Valley, 1200M ,Class 4 
15/12/2010,5,Happy Valley, 1800M ,Class 4 
15/12/2010,6,Happy Valley, 1000M ,Class 3 
15/12/2010,7,Happy Valley, 1650M ,Class 3 
15/12/2010,8,Happy Valley, 1200M ,Class 3 
19/12/2010,1,Sha Tin, 1000M ,Class 5 
19/12/2010,2,Sha Tin, 1200M ,Class 4 
19/12/2010,3,Sha Tin, 1600M ,Class 5 
19/12/2010,4,Sha Tin, 1000M ,Class 4 
19/12/2010,5,Sha Tin, 1400M ,Class 4 
19/12/2010,6,Sha Tin, 1600M ,Class 4 
19/12/2010,7,Sha Tin, 1000M ,Class 3 
19/12/2010,8,Sha Tin, 1800M ,Class 3 
19/12/2010,9,Sha Tin, 1400M ,Class 2 
19/12/2010,10,Sha Tin, 1400M ,Class 3 
23/12/2010,1,Happy Valley, 1650M ,Class 5 
23/12/2010,2,Happy Valley, 1000M ,Class 4 
23/12/2010,3,Happy Valley, 1200M ,Class 4 
23/12/2010,4,Happy Valley, 1650M ,Class 4 
23/12/2010,5,Happy Valley, 1200M ,Class 3 
23/12/2010,6,Happy Valley, 1650M ,Class 3 
23/12/2010,7,Happy Valley, 1650M ,Class 3 
23/12/2010,8,Happy Valley, 1200M ,Class 1 
27/12/2010,1,Sha Tin, 1800M ,Class 5 
27/12/2010,2,Sha Tin, 1200M ,Class 4 
27/12/2010,3,Sha Tin, 1200M ,Class 4 
27/12/2010,4,Sha Tin, 2000M ,Class 4 
27/12/2010,5,Sha Tin, 1400M ,Class 4 
27/12/2010,7,Sha Tin, 2000M ,Class 1 
27/12/2010,8,Sha Tin, 1200M ,Class 3 
27/12/2010,9,Sha Tin, 1000M ,Class 2 
27/12/2010,10,Sha Tin, 1600M ,Class 3 
01/01/2011,1,Sha Tin, 1200M ,Class 5 
01/01/2011,2,Sha Tin, 1400M ,Class 4 
01/01/2011,3,Sha Tin, 1200M ,Class 4 
01/01/2011,4,Sha Tin, 1200M ,Class 3 
01/01/2011,5,Sha Tin, 1400M ,Class 5 
01/01/2011,6,Sha Tin, 1600M ,Class 4 
01/01/2011,7,Sha Tin, 2000M ,Class 3 
01/01/2011,8,Sha Tin, 1200M ,Class 3 
01/01/2011,9,Sha Tin, 1400M ,Class 3 
01/01/2011,11,Sha Tin, 1600M ,Class 1 
05/01/2011,1,Happy Valley, 1000M ,Class 5 
05/01/2011,3,Happy Valley, 1650M ,Class 4 
05/01/2011,4,Happy Valley, 1200M ,Class 4 
05/01/2011,5,Happy Valley, 1000M ,Class 3 
05/01/2011,6,Happy Valley, 1200M ,Class 3 
05/01/2011,7,Happy Valley, 1650M ,Class 2 
05/01/2011,8,Happy Valley, 1650M ,Class 3 
09/01/2011,1,Sha Tin, 1200M ,Class 4 
09/01/2011,2,Sha Tin, 1000M ,Class 4 
09/01/2011,3,Sha Tin, 1800M ,Class 4 
09/01/2011,4,Sha Tin, 1650M ,Class 5 
09/01/2011,5,Sha Tin, 1400M ,Class 4 
09/01/2011,6,Sha Tin, 1200M ,Class 3 
09/01/2011,7,Sha Tin, 1400M ,Class 3 
09/01/2011,8,Sha Tin, 1200M ,Class 1 
09/01/2011,9,Sha Tin, 1600M ,Class 3 
09/01/2011,10,Sha Tin, 1400M ,Class 2 
12/01/2011,1,Happy Valley, 1800M ,Class 5 
12/01/2011,2,Happy Valley, 1650M ,Class 5 
12/01/2011,3,Happy Valley, 1200M ,Class 4 
12/01/2011,4,Happy Valley, 1000M ,Class 4 
12/01/2011,5,Happy Valley, 1650M ,Class 4 
12/01/2011,6,Happy Valley, 1200M ,Class 3 
12/01/2011,7,Happy Valley, 1650M ,Class 3 
12/01/2011,8,Happy Valley, 1800M ,Class 3 
16/01/2011,1,Sha Tin, 1200M ,Class 5 
16/01/2011,2,Sha Tin, 1200M ,Class 4 
16/01/2011,3,Sha Tin, 1000M ,Class 3 
16/01/2011,4,Sha Tin, 1600M ,Class 4 
16/01/2011,5,Sha Tin, 1400M ,Class 4 
16/01/2011,6,Sha Tin, 1400M ,Class 4 
16/01/2011,8,Sha Tin, 1650M ,Class 3 
16/01/2011,9,Sha Tin, 1400M ,Class 3 
16/01/2011,10,Sha Tin, 1600M ,Class 2 
19/01/2011,1,Happy Valley, 1200M ,Class 5 
19/01/2011,2,Happy Valley, 1200M ,Class 4 
19/01/2011,3,Happy Valley, 1200M ,Class 3 
19/01/2011,4,Happy Valley, 1800M ,Class 4 
19/01/2011,5,Happy Valley, 1000M ,Class 3 
19/01/2011,6,Happy Valley, 1650M ,Class 3 
19/01/2011,7,Happy Valley, 1800M ,Class 1 
19/01/2011,8,Happy Valley, 1200M ,Class 2 
23/01/2011,1,Sha Tin, 1600M ,Class 5 
23/01/2011,2,Sha Tin, 1400M ,Class 4 
23/01/2011,3,Sha Tin, 1200M ,Class 4 
23/01/2011,5,Sha Tin, 1600M ,Class 4 
23/01/2011,6,Sha Tin, 1400M ,Class 3 
23/01/2011,7,Sha Tin, 1200M ,Class 3 
23/01/2011,9,Sha Tin, 1800M ,Class 3 
23/01/2011,10,Sha Tin, 1400M ,Class 2 
26/01/2011,1,Happy Valley, 1650M ,Class 5 
26/01/2011,2,Happy Valley, 1000M ,Class 4 
26/01/2011,3,Happy Valley, 1650M ,Class 4 
26/01/2011,4,Happy Valley, 1200M ,Class 4 
26/01/2011,5,Happy Valley, 1200M ,Class 3 
26/01/2011,6,Happy Valley, 1650M ,Class 3 
26/01/2011,7,Happy Valley, 1650M ,Class 3 
26/01/2011,8,Happy Valley, 1650M ,Class 2 
30/01/2011,1,Sha Tin, 1000M ,Class 4 
30/01/2011,2,Sha Tin, 1800M ,Class 5 
30/01/2011,3,Sha Tin, 1400M ,Class 4 
30/01/2011,4,Sha Tin, 2000M ,Class 4 
30/01/2011,5,Sha Tin, 1600M ,Class 4 
30/01/2011,6,Sha Tin, 1600M ,Class 3 
30/01/2011,7,Sha Tin, 1200M ,Class 3 
30/01/2011,9,Sha Tin, 1400M ,Class 3 
30/01/2011,10,Sha Tin, 1200M ,Class 2 
05/02/2011,1,Sha Tin, 1400M ,Class 4 
05/02/2011,2,Sha Tin, 1400M ,Class 4 
05/02/2011,3,Sha Tin, 1200M ,Class 4 
05/02/2011,4,Sha Tin, 1400M ,Class 3 
05/02/2011,5,Sha Tin, 1400M ,Class 5 
05/02/2011,6,Sha Tin, 1600M ,Class 4 
05/02/2011,7,Sha Tin, 1800M ,Class 3 
05/02/2011,9,Sha Tin, 1200M ,Class 3 
05/02/2011,10,Sha Tin, 1400M ,Class 1 
05/02/2011,11,Sha Tin, 1600M ,Class 2 
09/02/2011,1,Happy Valley, 1000M ,Class 5 
09/02/2011,2,Happy Valley, 1200M ,Class 4 
09/02/2011,3,Happy Valley, 1650M ,Class 4 
09/02/2011,4,Happy Valley, 1200M ,Class 3 
09/02/2011,5,Happy Valley, 1800M ,Class 4 
09/02/2011,6,Happy Valley, 1000M ,Class 3 
09/02/2011,7,Happy Valley, 1650M ,Class 3 
09/02/2011,8,Happy Valley, 1200M ,Class 2 
12/02/2011,1,Sha Tin, 1650M ,Class 5 
12/02/2011,2,Sha Tin, 1000M ,Class 4 
12/02/2011,3,Sha Tin, 1400M ,Class 3 
12/02/2011,4,Sha Tin, 1800M ,Class 4 
12/02/2011,5,Sha Tin, 1400M ,Class 4 
12/02/2011,6,Sha Tin, 1200M ,Class 3 
12/02/2011,7,Sha Tin, 1600M ,Class 3 
12/02/2011,9,Sha Tin, 1200M ,Class 3 
12/02/2011,10,Sha Tin, 1400M ,Class 2 
16/02/2011,1,Happy Valley, 1000M ,Class 4 
16/02/2011,2,Happy Valley, 2200M ,Class 5 
16/02/2011,3,Happy Valley, 1650M ,Class 4 
16/02/2011,5,Happy Valley, 1200M ,Class 3 
16/02/2011,6,Happy Valley, 1800M ,Class 3 
16/02/2011,7,Happy Valley, 1800M ,Class 2 
16/02/2011,8,Happy Valley, 1650M ,Class 3 
20/02/2011,1,Sha Tin, 1200M ,Class 5 
20/02/2011,2,Sha Tin, 1200M ,Class 4 
20/02/2011,3,Sha Tin, 1400M ,Class 4 
20/02/2011,4,Sha Tin, 1650M ,Class 4 
20/02/2011,5,Sha Tin, 1650M ,Class 3 
20/02/2011,6,Sha Tin, 1000M ,Class 2 
20/02/2011,7,Sha Tin, 1200M ,Class 3 
20/02/2011,8,Sha Tin, 1400M ,Class 3 
20/02/2011,10,Sha Tin, 1600M ,Class 2 
23/02/2011,1,Happy Valley, 2200M ,Class 4 
23/02/2011,2,Happy Valley, 1200M ,Class 4 
23/02/2011,3,Happy Valley, 1650M ,Class 1 
23/02/2011,4,Happy Valley, 1650M ,Class 5 
23/02/2011,5,Happy Valley, 1650M ,Class 4 
23/02/2011,6,Happy Valley, 1200M ,Class 3 
23/02/2011,7,Happy Valley, 1650M ,Class 3 
23/02/2011,8,Happy Valley, 1200M ,Class 1 
27/02/2011,1,Sha Tin, 1200M ,Class 4 
27/02/2011,2,Sha Tin, 1400M ,Class 4 
27/02/2011,3,Sha Tin, 1600M ,Class 5 
27/02/2011,4,Sha Tin, 1200M ,Class 4 
27/02/2011,5,Sha Tin, 1600M ,Class 4 
27/02/2011,6,Sha Tin, 1000M ,Class 3 
27/02/2011,8,Sha Tin, 1600M ,Class 3 
27/02/2011,9,Sha Tin, 1400M ,Class 3 
27/02/2011,10,Sha Tin, 1400M ,Class 1 
02/03/2011,1,Happy Valley, 1000M ,Class 4 
02/03/2011,2,Happy Valley, 1200M ,Class 4 
02/03/2011,3,Happy Valley, 2200M ,Class 3 
02/03/2011,4,Happy Valley, 1650M ,Class 5 
02/03/2011,5,Happy Valley, 1650M ,Class 4 
02/03/2011,6,Happy Valley, 1650M ,Class 3 
02/03/2011,7,Happy Valley, 1000M ,Class 3 
02/03/2011,8,Happy Valley, 1650M ,Class 2 
06/03/2011,1,Sha Tin, 1200M ,Class 4 
06/03/2011,2,Sha Tin, 1800M ,Class 4 
06/03/2011,3,Sha Tin, 1200M ,Class 3 
06/03/2011,4,Sha Tin, 1400M ,Class 5 
06/03/2011,5,Sha Tin, 1400M ,Class 4 
06/03/2011,6,Sha Tin, 1400M ,Class 3 
06/03/2011,7,Sha Tin, 1800M ,Class 1 
06/03/2011,9,Sha Tin, 1200M ,Class 2 
06/03/2011,10,Sha Tin, 1600M ,Class 3 
09/03/2011,2,Happy Valley, 1650M ,Class 4 
09/03/2011,3,Happy Valley, 1650M ,Class 3 
09/03/2011,4,Happy Valley, 1800M ,Class 5 
09/03/2011,5,Happy Valley, 1200M ,Class 4 
09/03/2011,6,Happy Valley, 1650M ,Class 4 
09/03/2011,7,Happy Valley, 1650M ,Class 3 
09/03/2011,8,Happy Valley, 1200M ,Class 3 
12/03/2011,1,Sha Tin, 1200M ,Class 5 
12/03/2011,2,Sha Tin, 1000M ,Class 4 
12/03/2011,3,Sha Tin, 1600M ,Class 4 
12/03/2011,4,Sha Tin, 1400M ,Class 4 
12/03/2011,5,Sha Tin, 1400M ,Class 3 
12/03/2011,6,Sha Tin, 1000M ,Class 3 
12/03/2011,7,Sha Tin, 1200M ,Class 3 
12/03/2011,9,Sha Tin, 1800M ,Class 3 
12/03/2011,10,Sha Tin, 1600M ,Class 2 
16/03/2011,1,Happy Valley, 1000M ,Class 5 
16/03/2011,2,Happy Valley, 1650M ,Class 4 
16/03/2011,4,Happy Valley, 1000M ,Class 4 
16/03/2011,5,Happy Valley, 1200M ,Class 4 
16/03/2011,6,Happy Valley, 1650M ,Class 3 
16/03/2011,7,Happy Valley, 1200M ,Class 3 
16/03/2011,8,Happy Valley, 1000M ,Class 2 
20/03/2011,1,Sha Tin, 1600M ,Class 5 
20/03/2011,2,Sha Tin, 1200M ,Class 4 
20/03/2011,4,Sha Tin, 1400M ,Class 4 
20/03/2011,5,Sha Tin, 2000M ,Class 4 
20/03/2011,6,Sha Tin, 1400M ,Class 3 
20/03/2011,7,Sha Tin, 1200M ,Class 3 
20/03/2011,9,Sha Tin, 1600M ,Class 3 
20/03/2011,10,Sha Tin, 1400M ,Class 2 
23/03/2011,1,Sha Tin, 1650M ,Class 5 
23/03/2011,2,Sha Tin, 1200M ,Class 4 
23/03/2011,3,Sha Tin, 1200M ,Class 4 
23/03/2011,4,Sha Tin, 1650M ,Class 4 
23/03/2011,5,Sha Tin, 1200M ,Class 3 
23/03/2011,6,Sha Tin, 1650M ,Class 1 
23/03/2011,7,Sha Tin, 1200M ,Class 3 
23/03/2011,8,Sha Tin, 1800M ,Class 3 
27/03/2011,1,Sha Tin, 1800M ,Class 5 
27/03/2011,2,Sha Tin, 1200M ,Class 5 
27/03/2011,3,Sha Tin, 1200M ,Class 4 
27/03/2011,4,Sha Tin, 1000M ,Class 4 
27/03/2011,5,Sha Tin, 1600M ,Class 4 
27/03/2011,6,Sha Tin, 1400M ,Class 4 
27/03/2011,7,Sha Tin, 1200M ,Class 3 
27/03/2011,8,Sha Tin, 1600M ,Class 3 
27/03/2011,9,Sha Tin, 1200M ,Class 1 
27/03/2011,10,Sha Tin, 1400M ,Class 3 
30/03/2011,1,Happy Valley, 1650M ,Class 5 
30/03/2011,2,Happy Valley, 1800M ,Class 4 
30/03/2011,3,Happy Valley, 1000M ,Class 3 
30/03/2011,4,Happy Valley, 1200M ,Class 4 
30/03/2011,5,Happy Valley, 1650M ,Class 4 
30/03/2011,6,Happy Valley, 1200M ,Class 3 
30/03/2011,7,Happy Valley, 1800M ,Class 2 
30/03/2011,8,Happy Valley, 1800M ,Class 3 
03/04/2011,1,Sha Tin, 1400M ,Class 5 
03/04/2011,2,Sha Tin, 1400M ,Class 5 
03/04/2011,3,Sha Tin, 1000M ,Class 4 
03/04/2011,4,Sha Tin, 1200M ,Class 3 
03/04/2011,5,Sha Tin, 1600M ,Class 4 
03/04/2011,6,Sha Tin, 1200M ,Class 4 
03/04/2011,7,Sha Tin, 1400M ,Class 4 
03/04/2011,8,Sha Tin, 1400M ,Class 1 
03/04/2011,10,Sha Tin, 1000M ,Class 2 
03/04/2011,11,Sha Tin, 1600M ,Class 3 
06/04/2011,1,Happy Valley, 1000M ,Class 4 
06/04/2011,2,Happy Valley, 1200M ,Class 5 
06/04/2011,3,Happy Valley, 1650M ,Class 4 
06/04/2011,5,Happy Valley, 1200M ,Class 4 
06/04/2011,6,Happy Valley, 1200M ,Class 3 
06/04/2011,7,Happy Valley, 1200M ,Class 3 
06/04/2011,8,Happy Valley, 1650M ,Class 3 
09/04/2011,1,Sha Tin, 1200M ,Class 4 
09/04/2011,2,Sha Tin, 1800M ,Class 4 
09/04/2011,3,Sha Tin, 1800M ,Class 3 
09/04/2011,4,Sha Tin, 1600M ,Class 5 
09/04/2011,5,Sha Tin, 1400M ,Class 4 
09/04/2011,6,Sha Tin, 1400M ,Class 4 
09/04/2011,8,Sha Tin, 1000M ,Class 3 
09/04/2011,9,Sha Tin, 1400M ,Class 3 
09/04/2011,10,Sha Tin, 1600M ,Class 2 
13/04/2011,1,Sha Tin, 1800M ,Class 5 
13/04/2011,2,Sha Tin, 1200M ,Class 4 
13/04/2011,3,Sha Tin, 1200M ,Class 4 
13/04/2011,4,Sha Tin, 1650M ,Class 4 
13/04/2011,5,Sha Tin, 1650M ,Class 3 
13/04/2011,6,Sha Tin, 1200M ,Class 3 
13/04/2011,7,Sha Tin, 1200M ,Class 3 
13/04/2011,8,Sha Tin, 1200M ,Class 1 
17/04/2011,1,Happy Valley, 1650M ,Class 5 
17/04/2011,2,Happy Valley, 1200M ,Class 4 
17/04/2011,4,Happy Valley, 1650M ,Class 5 
17/04/2011,5,Happy Valley, 1000M ,Class 3 
17/04/2011,6,Happy Valley, 1650M ,Class 4 
17/04/2011,7,Happy Valley, 1200M ,Class 3 
17/04/2011,8,Happy Valley, 2200M ,Class 1 
17/04/2011,9,Happy Valley, 1650M ,Class 1 
17/04/2011,10,Happy Valley, 1800M ,Class 3 
20/04/2011,1,Happy Valley, 1000M ,Class 4 
20/04/2011,2,Happy Valley, 1000M ,Class 5 
20/04/2011,3,Happy Valley, 1650M ,Class 3 
20/04/2011,4,Happy Valley, 2200M ,Class 4 
20/04/2011,5,Happy Valley, 1650M ,Class 4 
20/04/2011,7,Happy Valley, 1200M ,Class 3 
20/04/2011,8,Happy Valley, 1200M ,Class 2 
25/04/2011,2,Sha Tin, 1800M ,Class 5 
25/04/2011,3,Sha Tin, 1000M ,Class 4 
25/04/2011,4,Sha Tin, 1200M ,Class 3 
25/04/2011,5,Sha Tin, 1200M ,Class 4 
25/04/2011,6,Sha Tin, 1400M ,Class 4 
25/04/2011,7,Sha Tin, 1600M ,Class 4 
25/04/2011,8,Sha Tin, 2000M ,Class 3 
25/04/2011,10,Sha Tin, 1400M ,Class 3 
25/04/2011,11,Sha Tin, 1400M ,Class 2 
01/05/2011,1,Sha Tin, 1200M ,Class 4 
01/05/2011,2,Sha Tin, 1200M ,Class 5 
01/05/2011,4,Sha Tin, 1200M ,Class 3 
01/05/2011,5,Sha Tin, 1800M ,Class 4 
01/05/2011,6,Sha Tin, 1400M ,Class 4 
01/05/2011,7,Sha Tin, 1600M ,Class 1 
01/05/2011,9,Sha Tin, 1600M ,Class 3 
01/05/2011,10,Sha Tin, 1200M ,Class 2 
04/05/2011,1,Happy Valley, 1800M ,Class 5 
04/05/2011,2,Happy Valley, 1650M ,Class 4 
